lectureName,lectureID,professor,department,lectureType
전공실기 1,GB040100,강희선,기악과,핵심전공
전공실기 7,GA042500,오미선,성악과,심화전공
회계원리,BF040200,이석영,경영학부,핵심전공
경제학특강,BE051500,강석훈,경제학과,심화전공
관현악법 1,GC001800,이인식,작곡과,심화전공
문화와 일상으로 본 서양사,SS052000,오경환,교양학부,핵심교양
전공실기 7,GB043600,이수아,기악과,심화전공
영어습득론,AB001900,고정민,영어영문학과,심화전공
글로벌 커뮤니케이션 II,PD000500,이윤경,글로벌비즈니스,핵심전공
논리학,EC050200,권수현,윤리교육과,핵심전공
의료커뮤니케이션,HB005700,전민영,글로벌의과학과,심화전공
클래스인스트루먼트 1,GB002500,김진주,기악과,심화전공
기초독일어 1,AI000100,김륜옥,독일어문·문화학과,핵심전공
전공실기 1,GB040100,안미현,기악과,핵심전공
자기이해 및 유아교육 진로탐색,EE003200,김고은,유아교육과,핵심전공
클래스인스트루먼트 1,GB002500,문제임스재원,기악과,심화전공
한?중 문화와 컨텐츠,KS002800,강선화,국제교류지원팀,진로소양
생활 한자,SS035700,김용재,교양학부,진로소양
주얼리디자인 1,FD006700,신혜정,공예과,심화전공
인문지리학,BD040200,이자원,지리학과,핵심전공
졸업작품 및 논문 ,PB003900,조은진,뷰티산업학과,심화전공
졸업프로젝트,PA003400,오지혜,의류산업학과,심화전공
생활과 윤리 교과교육론,EC001300,이경희,윤리교육과,심화전공
전공실기 3,GB041300,정순섭,기악과,핵심전공
전공실기 3,IC000800,신형찬,현대실용음악학과,핵심전공
기초법 입문,BA041300,김나경,법학부,핵심전공
전통과 현대염색기법,PA001000,문윤경,의류산업학과,핵심전공
재즈 화성학 1,IC000900,이아선,현대실용음악학과,핵심전공
피아노워크숍 1,GB053700,최수빈,기악과,심화전공
바이오식품가공학,LF002900,장혜원,바이오식품공학과,심화전공
바이오식품가공학 및 공학 실험,LF003000,장혜원,바이오식품공학과,심화전공
"의료사고, 법으로 이해하기",SS100400,김나경,교양학부,핵심교양
문화유산의 이해,AG004700,이규철,사학과,핵심전공
가족상담,BC002500,차민정,심리학과,심화전공
필라테스 움직임 과학,SS036200,전홍조,교양학부,진로소양
전공실기 7,GB043600,임경원,기악과,심화전공
식품학개론,DB051200,표영희,바이오헬스융합학부,핵심전공
전공실기 5,ID003900,김주원,무용예술학과,심화전공
전공실기 5,GC021300,구본우,작곡과,심화전공
공통 실용적 영어 글쓰기 Ⅲ,SA020600,니노슬라브 란제로빅,교양학부,공통교양
수리통계학 1,CE040900,박만식,통계학과,핵심전공
전공실기 7,GB043600,안미현,기악과,심화전공
파이썬프로그래밍,SA046200,노현아,정보시스템공학과,공통교양
모션그래픽 워크샵 1,FE035100,이명숙,산업디자인과,심화전공
전공실기 3,GC020500,이인식,작곡과,핵심전공
인터페이스디자인 1,FE092000,박한진,산업디자인과,심화전공
채색화기초1,FA040500,최익진,동양화과,핵심전공
기업프로모션연출실무,PC002200,최배영,소비자생활문화산업학과,심화전공
합주 3,GB045800,김동수,기악과,핵심전공
창조적 사고와 글쓰기,SA011200,양정현,교양학부,공통교양
악기수리법 1,GB004900,전상진,기악과,심화전공
산업금속프로세스 1,FD007100,박예연,공예과,심화전공
전공 실무중국어,PB000900,박애화,뷰티산업학과,핵심전공
비판적 사고와 토론,SA011100,강소영,교양학부,공통교양
전공실기 3,GC020500,강은경,작곡과,핵심전공
보험법·운송법,BA050900,김한종,법학부,심화전공
소프트웨어융합기술개론,LB003700,박새롬,융합보안공학과,핵심전공
전공실기 3,IC000800,이상원,현대실용음악학과,핵심전공
현대드로잉 1,FB040900,박성환,서양화과,핵심전공
현대회화 3(구상),FB053800,박영근,서양화과,심화전공
국제법 1,BJ000700,박미경,법학부,핵심전공
전공실기 7,GB043600,민유경,기악과,심화전공
윤리와 논술,EC001900,문경호,윤리교육과,심화전공
중급프랑스어 회화 1,AJ001000,토마 기데,프랑스어문·문화학과,핵심전공
전공실기 3,GA040900,이지환,성악과,핵심전공
악기론 3,GC007200,김지현,작곡과,핵심전공
영상연기 실습 1,IB002100,권호영,미디어영상연기학과,핵심전공
시각디자인 1,FE004100,김나연,산업디자인과,핵심전공
음악학,GC051000,권오연,작곡과,심화전공
미디어글쓰기기초,BH042400,박상현,미디어커뮤니케이션학과,핵심전공
창조적 사고와 글쓰기,SA011200,구봉곤,교양학부,공통교양
자바프로그래밍,LC001800,김성민,컴퓨터공학과,핵심전공
전공이론 및 악기(A) 1,GC055100,이혜진,작곡과,핵심전공
한국경제론,BE051200,강석훈,경제학과,핵심전공
학내연주 5,GA004300,김미현,성악과,심화전공
관광지리학,BD000100,이금숙,지리학과,핵심전공
비판적 사고와 토론,SA011100,이지선,교양학부,공통교양
전공실기 1,GB040100,이준성,기악과,핵심전공
동요반주법 1,EE000200,강보라,유아교육과,핵심전공
졸업작품연구 3,FB054400,조병왕,서양화과,심화전공
신화와 함께하는 삶,SS101700,김나영,교양학부,핵심교양
전공실기 7,GB043600,김도연,기악과,심화전공
스튜디오 레코딩과 믹싱 1,IC002200,정채웅,현대실용음악학과,심화전공
보험통계학,CE001100,차재형,통계학과,핵심전공
비판적 사고와 토론,SA011100,강규호,교양학부,공통교양
프로그래밍언어론,LC002100,김도형,컴퓨터공학과,심화전공
한국복식디자인 2,PA001400,장민정,의류산업학과,핵심전공
교육사회,TE061100,임현선,교육학과,교직
전공실기 1,GA040100,신효진,성악과,핵심전공
서양고전과 윤리,EC002400,편상범,윤리교육과,심화전공
Reading Seminar: 정치와 사회운동,AG053500,홍석률,사학과,심화전공
일본어 기초표현 1,AK000300,안평호,일본어문·문화학과,핵심전공
음악은 왜 치료적인가,SS070600,강경선,교양학부,핵심교양
환경 홍보의 의미와 미래,SS088700,서경덕,교양학부,진로소양
3D디지털모델링 1,FD005500,이기욱,공예과,핵심전공
공통 영어 스피치와 프레젠테이션 Ⅰ,SA020100,앤드리아 톨레프슨,교양학부,공통교양
전공실기 5,IC002000,심영주,현대실용음악학과,심화전공
기초메이크업,PB000400,이유나,뷰티산업학과,핵심전공
취업정보 분석 및 입사전략,SS053301,김치성,인재개발팀,진로소양
통합도자공예실기 1,FD040600,박태성,공예과,핵심전공
전공실기 3,GB041300,김창호,기악과,핵심전공
미적분과 벡터해석 기초,SA045900,황정연,수학과,공통교양
모션그래픽스스튜디오 1,FE059500,이명숙,산업디자인과,심화전공
대중문화 속의 여성과 페미니즘,SS102200,김미덕,교양학부,핵심교양
기초 통계학,SA046100,이종협,통계학과,공통교양
전공이론 및 악기(B) 7,GC055800,김수현,작곡과,심화전공
역사적 내러티브의 이해와 활용,AG000300,조국,사학과,핵심전공
텍스타일디자인프로세스 1,FD040700,정병헌,공예과,핵심전공
전공실기 1,GB040100,김성희,기악과,핵심전공
공공 인재를 위한 기초 소양,SS042100,김연식,교양학부,핵심교양
섬유소재분석론,FD000500,박유리,공예과,핵심전공
비판적 사고와 토론,SA011100,최진호,교양학부,공통교양
전공실기 5,IC002000,임채광,현대실용음악학과,심화전공
독일어,SG010600,김진숙,교양학부,진로소양
전공실기 7,GB043600,강석진,기악과,심화전공
"클릭, 즐겨찾기ㆍ북한문화예술",KU000400,미정,학사운영팀,일반교양
통합금속공예실기 1,FD040500,김송,공예과,핵심전공
생화학 1,HB003100,임동현,글로벌의과학과,심화전공
산업디자인기초,FE003200,한옥재,산업디자인과,핵심전공
주제로 읽는 명저 : 인문학,SS080500,김륜옥,교양학부,핵심교양
문화 속 수학 읽기,SS087600,정해남,교양학부,핵심교양
일반화학실험 1,LE000200,홍사미,청정융합에너지공학과,핵심전공
장애인복지론,DD031000,이승기,사회복지학과,심화전공
전공실기 1,GC020300,강은경,작곡과,핵심전공
한국문학과 세계문학,AA000800,김명석,국어국문학과,심화전공
서양사 1- 고중세사,AG001000,차승현,사학과,핵심전공
현대 조직행동 이론,SS079200,윤정우,교양학부,핵심교양
획과 여백 1,FZ001300,김선영,미술대학,핵심전공
전공실기 3,IC000800,김유미,현대실용음악학과,핵심전공
전공실기 5,GB042400,임경원,기악과,심화전공
과학의 철학적 이해,SS079600,배식한,교양학부,핵심교양
창조적 사고와 글쓰기,SA011200,신정은,교양학부,공통교양
전공실기 1,GA040100,남정희,성악과,핵심전공
전공실기 7,GB043600,박준서,기악과,심화전공
전공실기 7,GB043600,김상애,기악과,심화전공
메디컬 에스테틱,PB003700,조선영,뷰티산업학과,심화전공
관악합주 1,GB040700,김동수,기악과,핵심전공
생명공학창의설계 1,LG003300,강창수,바이오생명공학과,심화전공
한국윤리사상,EC040700,윤용남,윤리교육과,심화전공
졸업작품 및 논문 ,PB003900,이유나,뷰티산업학과,심화전공
교직실무,TE061600,김명랑,교육학과,교직
비판적 사고와 토론,SA011100,이성준,교양학부,공통교양
생화학 1,CI001100,박성순,화학과,핵심전공
성인간호학 1,HA001700,양승애,간호학과,핵심전공
컴퓨터ㆍ전자음악 3,GC007600,조진옥,작곡과,핵심전공
현대사 세미나,AG002200,이진일,사학과,심화전공
창업을 위한 법의 이해,SS061900,이양복,창업교육팀,진로소양
시각디자인 1,FE004100,황상준,산업디자인과,핵심전공
매트필라테스,DF005000,오정하,운동재활복지학과,심화전공
영미단편,AB040600,앨리슨 맥스웰,영어영문학과,핵심전공
간호학개론,HA000200,조무용,간호학과,핵심전공
화보 및 영상 메이크업,PB002700,김현진,뷰티산업학과,심화전공
교수ㆍ학습이론,EA051700,노석준,교육학과,핵심전공
데이터 기반 PR 기획,BH042000,이형민,미디어커뮤니케이션학과,심화전공
바이오식품화학 1,LF001500,윤현근,바이오식품공학과,심화전공
초급 공간디자인실습,FE055800,장기윤,산업디자인과,핵심전공
전공실기 7,GB043600,김민조,기악과,심화전공
패션소재의 이해,PA000100,김미경,의류산업학과,핵심전공
내러티브 졸업세미나 2,AZ001400,김정숙,인문과학대학,심화전공
학교폭력 예방 및 학생의 이해,TE061700,이윤옥,교육학과,교직
전공실기1,IC000100,홍경섭,현대실용음악학과,핵심전공
일반화학 Ⅰ,SB030300,김정수,화학과,핵심교양
전공실기 1,GB040100,임현수,기악과,핵심전공
미적분과 벡터해석 기초,SA045900,김수리,수학과,공통교양
전공실기 5,GB042400,윤유진,기악과,심화전공
전공실기1,IC000100,박세윤,현대실용음악학과,핵심전공
도자표현연구 1,FD055300,김시만,공예과,핵심전공
UX 프로토타이핑,LA001200,김준철,서비스·디자인공학과,핵심전공
물리화학 3,CI002000,이철우,화학과,심화전공
전공실기 5,GB042400,이동곤,기악과,심화전공
English through Harry Potter,SA030900,콜 헌트,교양학부,공통교양
역사와 현실,SS088400,이규철,교양학부,핵심교양
전공실기 7,IC002900,심영주,현대실용음악학과,심화전공
일본어 고급표현 1,AK002000,김원기,일본어문·문화학과,심화전공
성과일상,OU098500,미정,학사운영팀,일반교양
초급영어 읽기와 쓰기,AB001000,마이클 엘리어트,영어영문학과,핵심전공
전공이론 및 악기(A) 7,GC055700,서윤정,작곡과,심화전공
청소년복지론,DD042000,조윤주,사회복지학과,핵심전공
생활문화지도실무,PC002000,백주원,소비자생활문화산업학과,심화전공
기초 통계학,SA046100,김형우,통계학과,공통교양
합주 5,GB046200,김광현,기악과,심화전공
초급프랑스어 1,AJ000100,홍용철,프랑스어문·문화학과,핵심전공
인적자원관리,BF040900,정종태,경영학과,심화전공
오페라워크샵 1,GA052600,이혜영,성악과,심화전공
비판적 사고와 토론,SA011100,김시형,교양학부,공통교양
스트레칭,DE013000,심유진,스포츠레저학과,심화전공
색채와 표현1,FA060800,박재철,동양화과,심화전공
유아과학교육,EE000800,이윤영,유아교육과,핵심전공
전공실기 3,GB041300,권혜진,기악과,핵심전공
사회사상사,EB000300,황경숙,사회교육과,핵심전공
전공실기 3,IC000800,이준,현대실용음악학과,핵심전공
전공실기1,IC000100,조석훈,현대실용음악학과,핵심전공
창작연주 5,GC005700,이인식,작곡과,심화전공
패턴 CAD,PA003100,김미영,의류산업학과,심화전공
골프 1,DE000700,임우택,스포츠레저학과,심화전공
중국정치외교론,BB001200,연상모,정치외교학과,핵심전공
전공실기 7,ID004400,김슬기,무용예술학과,심화전공
테이블웨어디자인 1,FD004500,김윤지,공예과,심화전공
중급프랑스어 1,AJ001100,홍용철,프랑스어문·문화학과,핵심전공
스페인 문화와 예술,KU004300,미정,학사운영팀,일반교양
자기이해 및 한문교육 진로 탐색,ED052500,김용재,한문교육과,핵심전공
조리원리,DB040100,이경연,식품영양학과,핵심전공
현악합주 7,GB052900,피호영,기악과,심화전공
비즈니스와 생활예절,SS015600,김선주,교양학부,진로소양
법학개론,BZ000100,이재훈,법학부,핵심전공
기업경제학,BF091900,이현석,경영학과,핵심전공
전공실기 3,GC020500,구본우,작곡과,핵심전공
현대동양화3,FA061300,정성윤,동양화과,심화전공
일반화학 1,CI000100,김정수,화학과,핵심전공
전공실기 3,IC000800,성기준,현대실용음악학과,핵심전공
졸업작품 및 논문 ,PB003900,서현우,뷰티산업학과,심화전공
인간관계와 의사소통,HA005100,김덕진,간호학과,핵심전공
서양복식문화,PA000200,김금화,의류산업학과,핵심전공
디자인브릿지,FE059200,김용환,산업디자인과,심화전공
융합무용기초,IZ000200,전홍조,융합문화예술대학,핵심전공
회귀분석실습,CE001800,이성건,통계학과,심화전공
국어문법론,AA000600,김일환,국어국문학과,핵심전공
영유아발달,EE003300,권정윤,유아교육과,핵심전공
영작문 1,HB005200,조나단 리스 팬톤,글로벌의과학과,심화전공
움직임과 표현 1,ID003100,최혜경,무용예술학과,핵심전공
리듬 청음연습,IC001000,이지민,현대실용음악학과,핵심전공
패션포트폴리오,PA003500,염미선,의류산업학과,심화전공
학교폭력 예방 및 학생의 이해,TE061700,이유림,교육학과,교직
글로벌 시장 분석과 관리,PD001200,이윤경,글로벌비즈니스,핵심전공
게임제작실습,LD003000,변혜원,정보시스템공학과,심화전공
집단상담,BC002200,이정윤,심리학과,심화전공
음악경영 1,GC059100,서윤정,작곡과,심화전공
비판적 사고와 토론,SA011100,박경남,교양학부,공통교양
창의성 공학설계와 창업(캡스톤디자인) 1,LE001000,이형곤,청정융합에너지공학과,심화전공
국제비즈니스협상론,PD001900,박미,글로벌비즈니스,심화전공
전공실기 7,IC002900,김정범,현대실용음악학과,심화전공
글로벌 비즈니스를 위한 빅데이타 분석,PD002800,박미,글로벌비즈니스학과,심화전공
통계분석 및 실습,PC002900,허경옥,소비자생활문화산업학과,심화전공
전공실기 5,GB042400,김승현,기악과,심화전공
전공실기 5,IC002000,임경은,현대실용음악학과,심화전공
일반화학실험 1,CI000300,이은경,화학·에너지융합학부,핵심전공
스타일 메이크업,SS061500,김희진,교양학부,진로소양
창작스튜디오1,FA042200,권기범,동양화과,심화전공
내러티브 졸업세미나 1,AZ000900,김정숙,인문과학대학,심화전공
조합 및 그래프 이론,CA002400,김수리,수리통계데이터사이언스학부,핵심전공
법과 사회,EB040100,강명원,사회교육과,핵심전공
융합보안캡스톤디자인 1,LB003100,김경진,융합보안공학과,심화전공
R통계분석,CE052700,정호현,통계학과,핵심전공
소비자학,PC000100,노영래,소비자생활문화산업학과,핵심전공
공통 개인정보보호와 보안윤리,SA045200,장현미,교양학부,공통교양
미문학개론,AB050600,정혜연,영어영문학과,핵심전공
학내연주 1,GB003300,임경원,기악과,핵심전공
전공실기 3,IC000800,김현민,현대실용음악학과,핵심전공
이노베이티브매니지먼트,LA003400,이향은,서비스·디자인공학과,심화전공
전공실기 7,GA042500,공영숙,성악과,심화전공
한국 사회의 이해,SS084400,유희복,국제교류지원팀,진로소양
공통 독일어,SA040400,김길웅,교양학부,공통교양
영상미학,BH030200,박소연,미디어커뮤니케이션학과,핵심전공
필름 스코어링과 오케스트레이션 1,IC003800,윤수진,현대실용음악학과,심화전공
전통복식 컨텐츠 기획,PA004900,장민정,의류산업학과,심화전공
전공실기 1,GC020300,이인식,작곡과,핵심전공
주제로 읽는 명저 : 문화예술,SS080800,조형빈,교양학부,핵심교양
언어의 표현과 이해 Ⅰ,KS002000,강선화,국제교류지원팀,진로소양
중급 공간디자인실습 1,FE057300,홍승석,산업디자인과,심화전공
전공실기 5,GB042400,김창호,기악과,심화전공
독일 텍스트 강독,AI000600,김길웅,독일어문·문화학과,핵심전공
빅데이터통계분석,CE052800,이성건,통계학과,심화전공
웰니스 요가,SS061100,육영숙,교양학부,진로소양
TestDaf Deutsch,AI003700,마누엘 보가드,독일어문·문화학과,심화전공
자바프로그래밍,LC001800,우종정,컴퓨터공학과,핵심전공
분석화학실험,CI001000,신민정,화학과,핵심전공
파이썬프로그래밍,SA046200,유재현,정보시스템공학과,공통교양
전공실기 1,GB040100,박의경,기악과,핵심전공
도시환경론,BD003900,이자원,지리학과,심화전공
고급C++프로그래밍,LC004000,김설현,컴퓨터공학과,핵심전공
근.현대독일가곡,GA054200,민숙연,성악과,심화전공
관리회계,BF050400,이석영,경영학과,핵심전공
패션디자인CAD 2,PA004400,윤지원,의류산업학과,심화전공
스포츠재활심리학,DF001200,육영숙,운동재활복지학과,핵심전공
실내악 3,GB051400,이세영,기악과,심화전공
사회복지실천기술론,DD030800,박현용,사회복지학과,심화전공
융합무용기초,IZ000200,김슬기,융합문화예술대학,핵심전공
영상을 위한 일렉트로닉 작곡과 사운드 디자인 1,IC002400,정채웅,현대실용음악학과,심화전공
4차 산업혁명과 경영혁신,SS070400,심선영,교양학부,핵심교양
전공실기 3,GA040900,공영숙,성악과,핵심전공
환경·소재·에너지공학 실습 1,LE001900,이형민,청정융합에너지공학과,심화전공
운동처방,DE021600,백승희,스포츠레저학과,심화전공
디지털 조형 1,FC053400,오원영,조소과,심화전공
전공실기1,IC000100,변준형,현대실용음악학과,핵심전공
현대회화 3(복합매체),FB054000,조병왕,서양화과,심화전공
미디어디자인프로젝트 1,FE045100,박한진,산업디자인과,심화전공
임상약리학,HA000900,강주섭,간호학과,핵심전공
의학용어학,HB001700,전민영,글로벌의과학과,심화전공
경력개발과 코칭,BC051400,조지연,심리학과,심화전공
객체지향설계,LD001900,서동수,정보시스템공학과,심화전공
영화로 읽는 셰익스피어,SS102500,앨리슨 맥스웰,교양학부,진로소양
합창 5,GA041800,김범진,성악과,심화전공
입체와 공간,FZ000100,배성미,미술대학,핵심전공
디지털 오디오 워크스테이션 이해와 활용: 프로 툴스 1,IC001100,조남준,현대실용음악학과,핵심전공
전공실기 5,GB042400,피호영,기악과,심화전공
타이포그래피 1,FE025000,김장우,산업디자인과,핵심전공
국어사자료읽기와 활용,AA052500,박부자,국어국문학과,핵심전공
전공실기 3,GB041300,황대남,기악과,핵심전공
지구에서 만나 살아가는 남자와 여자,KU004900,미정,학사운영팀,일반교양
소프트웨어융합기술개론,LB003700,이택,융합보안공학과,핵심전공
소프트웨어융합기술개론,LB003700,이일구,융합보안공학과,핵심전공
요가지도법,DF000900,육영숙,스포츠과학부,핵심전공
범죄와범죄심리,OU000900,미정,학사운영팀,일반교양
일반생물학 1,LG000100,최상철,바이오생명공학과,핵심전공
현대미국소설,AB051200,정혜연,영어영문학과,심화전공
일본문학의 흐름 1,AK001700,김태영,일본어문·문화학과,심화전공
공통 글로벌 뉴스와 이슈,SA030600,저스틴 벙커 버그,교양학부,공통교양
서비스산업과 프로세스관리,PC001100,최배영,소비자생활문화산업학과,핵심전공
디지털컨텐츠,LZ000200,신민아,서비스·디자인공학과,핵심전공
창조적 사고와 글쓰기,SA011200,김민선,교양학부,공통교양
전공실기 3,GB041300,구태은,기악과,핵심전공
데이터기반 서비스디자인,LA003200,최경아,서비스·디자인공학과,심화전공
공통 중국어,SA040100,리우 나,교양학부,공통교양
해양스포츠 1,DE012000,정영남,스포츠레저학과,핵심전공
바이오식품안전실험,LF002600,현정은,바이오식품공학과,심화전공
기업현장과 창의성,BC001800,유은아,심리학과,심화전공
컴퓨터시스템관리,LC000900,장윤재,컴퓨터공학과,핵심전공
음악교육론,GC060400,이보림,작곡과,심화전공
전공실기1,IC000100,김승범,현대실용음악학과,핵심전공
미디어세미나,BH041200,심상민,미디어커뮤니케이션학과,심화전공
중국문화의 이해,AL000100,김은희,중국어문·문화학과,핵심전공
범주형자료분석,CE002100,조재범,통계학과,심화전공
국어 교과교육론,AA032500,김혜련,국어국문학과,심화전공
전공실기 3,IC000800,이준호,현대실용음악학과,핵심전공
텍스타일디자인기획 1,FD058100,박좌용,공예과,심화전공
비판적 사고와 토론,SA011100,전지은,교양학부,공통교양
전공실기 1,GB040100,오윤주,기악과,핵심전공
초급중국어 1,AL000300,김수진,중국어문·문화학과,핵심전공
북미권 예술 문화와 여성,SA031100,앤드리아 톨레프슨,교양학부,공통교양
병태생리학,DF003900,유향숙,운동재활복지학과,심화전공
채색화기초1,FA040500,이만수,동양화과,핵심전공
현대조각의 흐름,FC054000,이상윤,조소과,심화전공
전공실기 3,IC000800,남예지,현대실용음악학과,핵심전공
운동재활개론,DF000100,김영주,스포츠과학부,핵심전공
포트폴리오 연구 1,FB041300,나광호,서양화과,심화전공
도자장식기초 1,FD094000,이은미,공예과,핵심전공
3D 일러스트레이션 ,PB002600,하승아,뷰티산업학과,심화전공
실내악 3,GB051400,박예은,기악과,심화전공
미디어 아트 1,FC000100,김민정,조소과,핵심전공
미적분과 벡터해석 기초,CA040100,김도현,수학과,핵심전공
데이터 정치분석,BB053100,박지영,정치외교학과,심화전공
생활 소품 디자인,SS086300,박소영,교양학부,진로소양
현장드로잉1,FA041500,김민호,동양화과,심화전공
전공실기 7,GB043600,어수희,기악과,심화전공
식품가공학 및 실험,DB002000,윤현근,식품영양학과,심화전공
전공실기 7,IC002900,신기남,현대실용음악학과,심화전공
클래스피아노 3,GA052400,이신애,성악과,핵심전공
창조적 사고와 글쓰기,SA011200,이윤경,교양학부,공통교양
전공실기 1,GB040100,피호영,기악과,핵심전공
헌법실무 1,BA000400,정연주,법학부,심화전공
독일소설 읽기,AI001400,김진숙,독일어문·문화학과,심화전공
지리 교과교육론,BD032100,박민영,지리학과,심화전공
운영체제,LC001500,심광섭,컴퓨터공학과,핵심전공
클래스피아노 1,GA050300,윤선영,성악과,핵심전공
전공실기 3,IC000800,이지영,현대실용음악학과,핵심전공
세포학,LG000800,강창수,바이오생명공학과,핵심전공
경제수학입문,BE051600,이동열,경제학과,핵심전공
신경심리학,BC002700,김명선,심리학과,심화전공
현대회화 3(추상),FB053900,이준형,서양화과,심화전공
초급중국어 회화 1,AL000200,김미라,중국어문·문화학과,핵심전공
졸업작품연구 3,FB054400,박영근,서양화과,심화전공
현대판화 1,FB051200,장성숙,서양화과,핵심전공
현악합주 3,GB042000,피호영,기악과,핵심전공
패션디자인CAD 2,PA004400,손혜승,의류산업학과,심화전공
무용워크샵트레이닝 1,ID003600,유지연,무용예술학과,핵심전공
중국현대문학강독,AL003400,김수진,중국어문·문화학과,심화전공
체형관리에스테틱 ,PB001100,박초희,뷰티산업학과,핵심전공
전공실기 3,IC000800,반검서,현대실용음악학과,핵심전공
조직 리더십,SS057500,윤해진,학생군사교육단,진로소양
전공이론 및 악기(B) 3,GC055400,김명선,작곡과,핵심전공
고전해석방법론,ED000900,김여주,한문교육과,핵심전공
가정 논리 및 논술,PZ000200,김선주,뷰티 생활산업국제대학,심화전공
영어학개론,AB050800,윤태진,영어영문학과,핵심전공
중국어작문,AL002500,리우 나,중국어문·문화학과,심화전공
Effective Academic English Writing,SS080400,콜 헌트,교양학부,진로소양
교육심리,TE060400,이지수,교육학과,교직
취업 실전 전략,SS046600,이정은,인재개발팀,진로소양
패션니트,PA001300,유화숙,의류산업학과,핵심전공
일본 문화의 이해,SS082200,다케우치 노리아키,교양학부,핵심교양
미시경제학,BE040400,박기성,경제학과,핵심전공
미디어연구 스튜디오1,FA053900,임장순,동양화과,심화전공
전공실기 7,IC002900,윤영삼,현대실용음악학과,심화전공
전공이론 및 악기(A) 7,GC055700,정이은,작곡과,심화전공
전공실기 7,IC002900,신형찬,현대실용음악학과,심화전공
비판적 사고와 토론,SA011100,김태영,교양학부,공통교양
브랜딩1,FE058400,백도현,산업디자인과,심화전공
독일동화와 민담,AI002200,최은아,독일어문·문화학과,심화전공
외국어 교과교육론(서양권),AB032100,고정민,영어영문학과,심화전공
한국 문학 명작 감상,SS040100,김혜련,교양학부,핵심교양
통계프로그래밍,CE000200,엄인옥,통계학과,핵심전공
한문학개론,ED040600,신영주,한문교육과,핵심전공
전공실기 3,IC000800,이지민,현대실용음악학과,핵심전공
경영 및 회계정보 분석,BF000600,심선영,경영학과,핵심전공
아트패브릭1,FD057300,이재선,공예과,심화전공
디지털 오디오 워크스테이션 기초: 로직 프로 1,IC000300,강경한,현대실용음악학과,핵심전공
명문장 이해와 실용연습,AL002000,황정희,중국어문·문화학과,심화전공
한자문화권의 이해,ED052100,김용재,한문교육과,핵심전공
"Global Communication through Food, Travel & Culture",SA030800,로난 맥알리스터,교양학부,공통교양
재미있고 알기 쉬운 창업이야기,SS061600,지윤정,창업교육팀,진로소양
공통 실용적 영어 글쓰기 Ⅰ,SA020400,전연희,교양학부,공통교양
전공실기 5,GB042400,이재준,기악과,심화전공
유아사회교육,EE001200,배지희,유아교육과,심화전공
공연기획,IA000100,김종헌,문화예술경영학과,핵심전공
주제로 읽는 명저 : 사회과학,SS080600,정연주,교양학부,핵심교양
공통 러시아어,SA040600,이새봄,교양학부,공통교양
2D디지털그래픽 1,FD005100,조희은,공예과,핵심전공
이산수학,LD000200,오장민,정보시스템공학과,핵심전공
송캠프 1,IC004000,변준형,현대실용음악학과,심화전공
기능성식품학,LF002800,윤현근,바이오식품공학과,심화전공
개별연기실습,IB002000,지춘성,미디어영상연기학과,심화전공
전공실기 7,IC002900,송준영,현대실용음악학과,심화전공
전공실기 5,GB042400,일리야 라쉬코프스키,기악과,심화전공
석조기법 1,FC050700,김병규,조소과,핵심전공
미적분과 벡터해석 기초,SA045900,김지현,수학과,공통교양
전공실기 5,GB042400,황대남,기악과,심화전공
색채와 표현1,FA060800,이만수,동양화과,심화전공
비교문화 경영론,PD001000,이상기,글로벌비즈니스,핵심전공
현대회화 1,FB040700,최병진,서양화과,핵심전공
생물공학기초계산,LG000700,백영빈,바이오생명공학과,핵심전공
교육행정 및 교육경영,TE060600,김지현,교육학과,교직
대중예술사,IZ000100,박우성,융합문화예술대학,핵심전공
전공실기 7,IC002900,윤혜린,현대실용음악학과,심화전공
러시아어,SS053500,남서영,교양학부,진로소양
디지털컨텐츠,LZ000200,이여름,서비스·디자인공학과,핵심전공
성인간호학 6,HA005600,김애리,간호학과,심화전공
전공실기 5,GB042400,이세영,기악과,심화전공
서비스디자인스튜디오,LA003300,강효진,서비스·디자인공학과,심화전공
음악코칭,GA091600,박승유,성악과,심화전공
예술적 글쓰기,IA003200,김책,문화예술경영학과,핵심전공
전공실기 1,GB040100,임경원,기악과,핵심전공
설화와 스토리텔링,AA032100,심치열,국어국문학과,핵심전공
중국문학사 1,AL000800,김미라,중국어문·문화학과,핵심전공
바이오분석기기학,LG003600,백영빈,바이오생명공학과,심화전공
한독비교문학,AI004800,김길웅,독일어문·문화학과,심화전공
현대인의 여가 문화,SS085100,김우정,교양학부,핵심교양
전공실기 1,GB040100,민유경,기악과,핵심전공
문화산업비즈니스와 고객만족,PC003100,최배영,소비자생활문화산업학과,심화전공
World News Analysis and Discourse,SS058400,저스틴 벙커 버그,교양학부,진로소양
기초 통계학,SA046100,정호현,통계학과,공통교양
전공실기 7,GA042500,정수연,성악과,심화전공
전공실기 7,GB043600,권혜진,기악과,심화전공
미용문화사,PB001500,류현정,뷰티산업학과,핵심전공
전공실기 3,GB041300,임경원,기악과,핵심전공
전공이론 및 악기(B) 5,GC055600,하승민,작곡과,심화전공
시각디자인 1,FE004100,홍주희,산업디자인과,핵심전공
사례로 보는 리더십,SS079300,김오현,교양학부,핵심교양
특수교육학개론,TE061500,권소영,교육학과,교직
